author,date,text,label,video
Xan Harmer,2015-05-26T06:19:34.669000,Check out this video on YouTube:﻿!!!,1,3
Xan Harmer,2015-05-26T06:19:34.669000,check out this video on youtube:﻿,1,3
Xan Harmer,2015-05-26T06:19:34.669000,Check out this video on YouTube:﻿ Check out this video on YouTube:﻿,1,3
Happy Panda,2015-02-12T01:14:44.306000,Like this comment for no reason.﻿!!!,1,3
Happy Panda,2015-02-12T01:14:44.306000,like this comment for no reason.﻿,1,3
Happy Panda,2015-02-12T01:14:44.306000,Like this comment for no reason.﻿ Like this comment for no reason.﻿,1,3
jefflynnejp,2015-04-18T22:02:00.446000,Check out this video on YouTube: ﻿!!!,1,3
jefflynnejp,2015-04-18T22:02:00.446000,check out this video on youtube: ﻿,1,3
jefflynnejp,2015-04-18T22:02:00.446000,Check out this video on YouTube: ﻿ Check out this video on YouTube: ﻿,1,3
Meneer Mandje,2015-05-26T11:51:10.891000,Ah. Good old times (:﻿!!!,0,3
Meneer Mandje,2015-05-26T11:51:10.891000,ah. good old times (:﻿,0,3
Meneer Mandje,2015-05-26T11:51:10.891000,Ah. Good old times (:﻿ Ah. Good old times (:﻿,0,3
Epic Gaming,2015-05-28T20:07:20.610000,wierd but funny﻿!!!,0,3
Epic Gaming,2015-05-28T20:07:20.610000,wierd but funny﻿,0,3
Epic Gaming,2015-05-28T20:07:20.610000,wierd but funny﻿ wierd but funny﻿,0,3
Phương Linh Nguyễn Ngọc,2015-05-27T17:28:08.014000,Thumbs up if you watched it in 2011﻿!!!,0,3
Phương Linh Nguyễn Ngọc,2015-05-27T17:28:08.014000,thumbs up if you watched it in 2011﻿,0,3
Phương Linh Nguyễn Ngọc,2015-05-27T17:28:08.014000,Thumbs up if you watched it in 2011﻿ Thumbs up if you watched it in 2011﻿,0,3
Emily Horposniac,2015-03-19T10:33:00.987000,Help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(Joking don&#39;t get butt hurt)  ﻿!!!,1,3
Emily Horposniac,2015-03-19T10:33:00.987000,help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(joking don&#39;t get butt hurt)  ﻿,1,3
Emily Horposniac,2015-03-19T10:33:00.987000,Help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(Joking don&#39;t get butt hurt)  ﻿ Help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(Joking don&#39;t get butt hurt)  ﻿,1,3
footboxG,2014-08-03T22:28:17.610000,Subscribe to my channel !﻿!!!,1,3
footboxG,2014-08-03T22:28:17.610000,subscribe to my channel !﻿,1,3
footboxG,2014-08-03T22:28:17.610000,Subscribe to my channel !﻿ Subscribe to my channel !﻿,1,3
алексей алгаев,2015-02-01T15:51:59.518000,Hello from Russia comes to the channel subscribe﻿!!!,1,3
алексей алгаев,2015-02-01T15:51:59.518000,hello from russia comes to the channel subscribe﻿,1,3
алексей алгаев,2015-02-01T15:51:59.518000,Hello from Russia comes to the channel subscribe﻿ Hello from Russia comes to the channel subscribe﻿,1,3
ulvi ualiyev,2015-05-27T10:49:29.568000,NICE GIRL :D﻿!!!,0,3
ulvi ualiyev,2015-05-27T10:49:29.568000,nice girl :d﻿,0,3
ulvi ualiyev,2015-05-27T10:49:29.568000,NICE GIRL :D﻿ NICE GIRL :D﻿,0,3
Lxflys yolo,2015-05-17T03:57:28.997000,Let get this video to one billion views﻿!!!,0,3
Lxflys yolo,2015-05-17T03:57:28.997000,let get this video to one billion views﻿,0,3
Lxflys yolo,2015-05-17T03:57:28.997000,Let get this video to one billion views﻿ Let get this video to one billion views﻿,0,3
Kassidy Norris,2014-12-18T22:33:26.485000,Check out this video on YouTube:lo﻿!!!,1,3
Kassidy Norris,2014-12-18T22:33:26.485000,check out this video on youtube:lo﻿,1,3
Kassidy Norris,2014-12-18T22:33:26.485000,Check out this video on YouTube:lo﻿ Check out this video on YouTube:lo﻿,1,3
ʄɛɛŋıɛ ცɛɛŋıɛ,2015-05-17T00:45:35.581000,Its 2015 and still shuffling to this song🎶🎵🎧﻿!!!,0,3
ʄɛɛŋıɛ ცɛɛŋıɛ,2015-05-17T00:45:35.581000,its 2015 and still shuffling to this song🎶🎵🎧﻿,0,3
ʄɛɛŋıɛ ცɛɛŋıɛ,2015-05-17T00:45:35.581000,Its 2015 and still shuffling to this song🎶🎵🎧﻿ Its 2015 and still shuffling to this song🎶🎵🎧﻿,0,3
Madagascar Tropic Voyage,2015-05-26T16:02:07.100000,Nice﻿!!!,0,3
Madagascar Tropic Voyage,2015-05-26T16:02:07.100000,nice﻿,0,3
Madagascar Tropic Voyage,2015-05-26T16:02:07.100000,Nice﻿ Nice﻿,0,3
Marshmallow Kingdom,2015-05-20T12:38:04.230000,BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿!!!,0,3
Marshmallow Kingdom,2015-05-20T12:38:04.230000,best party song literally party rock is in the housee tonight!!!!﻿,0,3
Marshmallow Kingdom,2015-05-20T12:38:04.230000,BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿ BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿,0,3
AUSENCIO garrido,2014-12-17T02:33:31.397000,Check out this video on YouTube:﻿!!!,1,3
AUSENCIO garrido,2014-12-17T02:33:31.397000,check out this video on youtube:﻿,1,3
AUSENCIO garrido,2014-12-17T02:33:31.397000,Check out this video on YouTube:﻿ Check out this video on YouTube:﻿,1,3
THE AMAZING MOVIE MAKING NAD GAMING TOM BURKE,2015-04-11T20:32:48.515000,Lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their now﻿!!!,1,3
THE AMAZING MOVIE MAKING NAD GAMING TOM BURKE,2015-04-11T20:32:48.515000,lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their now﻿,1,3
THE AMAZING MOVIE MAKING NAD GAMING TOM BURKE,2015-04-11T20:32:48.515000,Lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their now﻿ Lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their now﻿,1,3
Law Halkett,2015-03-29T07:12:48.792000,Check out this video on YouTube:      <br />﻿!!!,1,3
Law Halkett,2015-03-29T07:12:48.792000,check out this video on youtube:      <br />﻿,1,3
Law Halkett,2015-03-29T07:12:48.792000,Check out this video on YouTube:      <br />﻿ Check out this video on YouTube:      <br />﻿,1,3
Alfred zipagan,2015-03-16T01:01:51.652000,like this comment if ur watching this on 2015 ﻿!!!,1,3
Alfred zipagan,2015-03-16T01:01:51.652000,like this comment if ur watching this on 2015 ﻿,1,3
Alfred zipagan,2015-03-16T01:01:51.652000,like this comment if ur watching this on 2015 ﻿ like this comment if ur watching this on 2015 ﻿,1,3
Lisa UKGirl,2014-07-26T18:46:28.500000,Hey plz check out my music video. Thanks!! :-)﻿!!!,1,3
Lisa UKGirl,2014-07-26T18:46:28.500000,hey plz check out my music video. thanks!! :-)﻿,1,3
Lisa UKGirl,2014-07-26T18:46:28.500000,Hey plz check out my music video. Thanks!! :-)﻿ Hey plz check out my music video. Thanks!! :-)﻿,1,3
Alexis Dean,2015-05-18T15:00:30.430000,Its funny because I listen to rock and death metal. But i like this.﻿!!!,0,3
Alexis Dean,2015-05-18T15:00:30.430000,its funny because i listen to rock and death metal. but i like this.﻿,0,3
Alexis Dean,2015-05-18T15:00:30.430000,Its funny because I listen to rock and death metal. But i like this.﻿ Its funny because I listen to rock and death metal. But i like this.﻿,0,3
Jaymes Michie,2014-11-11T18:01:00.198000,Yo like what up this song is fricking beast anywon herd the see mee rollin or I woke up in a new Buggti check out nuketown rap I was shooting in it see my nice quick scoping things training for faze adoult freind sang I was at my freinds house doing it we just had the rap going and we were doing fun things ﻿!!!,1,3
Jaymes Michie,2014-11-11T18:01:00.198000,yo like what up this song is fricking beast anywon herd the see mee rollin or i woke up in a new buggti check out nuketown rap i was shooting in it see my nice quick scoping things training for faze adoult freind sang i was at my freinds house doing it we just had the rap going and we were doing fun things ﻿,1,3
Jaymes Michie,2014-11-11T18:01:00.198000,Yo like what up this song is fricking beast anywon herd the see mee rollin or I woke up in a new Buggti check out nuketown rap I was shooting in it see my nice quick scoping things training for faze adoult freind sang I was at my freinds house doing it we just had the rap going and we were doing fun things ﻿ Yo like what up this song is fricking beast anywon herd the see mee rollin or I woke up in a new Buggti check out nuketown rap I was shooting in it see my nice quick scoping things training for faze adoult freind sang I was at my freinds house doing it we just had the rap going and we were doing fun things ﻿,1,3
Matheus Macedo,2014-07-21T04:24:24.585000,NICE :3﻿!!!,0,3
Matheus Macedo,2014-07-21T04:24:24.585000,nice :3﻿,0,3
Matheus Macedo,2014-07-21T04:24:24.585000,NICE :3﻿ NICE :3﻿,0,3
jesus sanchez,2015-05-25T05:37:32.023000,2015 &lt;3﻿!!!,0,3
jesus sanchez,2015-05-25T05:37:32.023000,2015 &lt;3﻿,0,3
jesus sanchez,2015-05-25T05:37:32.023000,2015 &lt;3﻿ 2015 &lt;3﻿,0,3
Alenaid Zeledon,2014-09-18T19:21:53.622000,Check out this video on YouTube:﻿!!!,1,3
Alenaid Zeledon,2014-09-18T19:21:53.622000,check out this video on youtube:﻿,1,3
Alenaid Zeledon,2014-09-18T19:21:53.622000,Check out this video on YouTube:﻿ Check out this video on YouTube:﻿,1,3
sheerwill,2015-05-18T13:01:00.402000,I like this song<br />﻿!!!,0,3
sheerwill,2015-05-18T13:01:00.402000,i like this song<br />﻿,0,3
sheerwill,2015-05-18T13:01:00.402000,I like this song<br />﻿ I like this song<br />﻿,0,3
Renee Nelson,2014-07-23T22:23:47.235000,Good video﻿!!!,0,3
Renee Nelson,2014-07-23T22:23:47.235000,good video﻿,0,3
Renee Nelson,2014-07-23T22:23:47.235000,Good video﻿ Good video﻿,0,3
Hamza Hamza,2015-03-15T14:03:27.801000,Check out this video on YouTube:﻿!!!,1,3
Hamza Hamza,2015-03-15T14:03:27.801000,check out this video on youtube:﻿,1,3
Hamza Hamza,2015-03-15T14:03:27.801000,Check out this video on YouTube:﻿ Check out this video on YouTube:﻿,1,3
edge mango,2015-05-19T12:40:24.071000,"OH SHIT THIS WAS UPLOADED ON MY BIRTHDAY, finally my birthday isnt a curse, because on this day maylaysia airlines went missing, so i thought my birthday was a curse xD﻿!!!",0,3
edge mango,2015-05-19T12:40:24.071000,"oh shit this was uploaded on my birthday, finally my birthday isnt a curse, because on this day maylaysia airlines went missing, so i thought my birthday was a curse xd﻿",0,3
edge mango,2015-05-19T12:40:24.071000,"OH SHIT THIS WAS UPLOADED ON MY BIRTHDAY, finally my birthday isnt a curse, because on this day maylaysia airlines went missing, so i thought my birthday was a curse xD﻿ OH SHIT THIS WAS UPLOADED ON MY BIRTHDAY, finally my birthday isnt a curse, because on this day maylaysia airlines went missing, so i thought my birthday was a curse xD﻿",0,3
Synchronized™ Nightcore,2015-05-15T14:58:48.131000,Do not like this comment if you are not watching in 2004﻿!!!,1,3
Synchronized™ Nightcore,2015-05-15T14:58:48.131000,do not like this comment if you are not watching in 2004﻿,1,3
Synchronized™ Nightcore,2015-05-15T14:58:48.131000,Do not like this comment if you are not watching in 2004﻿ Do not like this comment if you are not watching in 2004﻿,1,3
latisha garcia,2015-03-09T00:33:08.463000,Check out this playlist on YouTube: I tried﻿!!!,1,3
latisha garcia,2015-03-09T00:33:08.463000,check out this playlist on youtube: i tried﻿,1,3
latisha garcia,2015-03-09T00:33:08.463000,Check out this playlist on YouTube: I tried﻿ Check out this playlist on YouTube: I tried﻿,1,3
Vivid Phantasm,2015-01-31T23:42:34.531000,Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿!!!,1,3
Vivid Phantasm,2015-01-31T23:42:34.531000,men stop being naive idiots believing in love and believing that women actually respect you.  want a more fulfilling drama fee life? check out mgtow. there are many channels here on youtube that you can chose from which will give you all the information needed. (caution: not for men who enjoy being disposable providers of utility)﻿,1,3
Vivid Phantasm,2015-01-31T23:42:34.531000,Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿ Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿,1,3
SuperPanic3,2015-01-17T20:26:39.026000,LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿!!!,1,3
SuperPanic3,2015-01-17T20:26:39.026000,like and subscrib if you watch in 2015 ;)﻿,1,3
SuperPanic3,2015-01-17T20:26:39.026000,LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿ LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿,1,3
Andy FunnyVideos,2015-05-25T16:33:18.843000,"the views...... They&#39;re over 90,000!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿!!!",0,3
Andy FunnyVideos,2015-05-25T16:33:18.843000,"the views...... they&#39;re over 90,000!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",0,3
Andy FunnyVideos,2015-05-25T16:33:18.843000,"the views...... They&#39;re over 90,000!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿ the views...... They&#39;re over 90,000!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",0,3
Ioan Meruta,2015-01-22T23:31:42.316000,"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>﻿!!!",1,3
Ioan Meruta,2015-01-22T23:31:42.316000,"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>﻿",1,3
Ioan Meruta,2015-01-22T23:31:42.316000,"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>﻿ <a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>﻿",1,3
ItsJoey Dash,2014-07-22T10:04:05.755000,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿!!!,1,3
ItsJoey Dash,2014-07-22T10:04:05.755000,everyone please subscribe to my channel or can you all just go look at my videos ﻿,1,3
ItsJoey Dash,2014-07-22T10:04:05.755000,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿ EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1,3
James Marrin,2014-10-05T01:41:04.984000,Check out my YouTube channel I can rap﻿!!!,1,3
James Marrin,2014-10-05T01:41:04.984000,check out my youtube channel i can rap﻿,1,3
James Marrin,2014-10-05T01:41:04.984000,Check out my YouTube channel I can rap﻿ Check out my YouTube channel I can rap﻿,1,3
javiera fracisca labrin,2015-05-17T19:43:43.872000,this very good so I dance with some companions front of the whole school﻿!!!,0,3
javiera fracisca labrin,2015-05-17T19:43:43.872000,this very good so i dance with some companions front of the whole school﻿,0,3
javiera fracisca labrin,2015-05-17T19:43:43.872000,this very good so I dance with some companions front of the whole school﻿ this very good so I dance with some companions front of the whole school﻿,0,3
ignacio diaz palma,2015-05-24T16:10:47.020000,5 years... ﻿!!!,0,3
ignacio diaz palma,2015-05-24T16:10:47.020000,5 years... ﻿,0,3
ignacio diaz palma,2015-05-24T16:10:47.020000,5 years... ﻿ 5 years... ﻿,0,3
allen webb,2015-02-28T21:01:42.150000,Check out this playlist on YouTube:﻿!!!,1,3
allen webb,2015-02-28T21:01:42.150000,check out this playlist on youtube:﻿,1,3
allen webb,2015-02-28T21:01:42.150000,Check out this playlist on YouTube:﻿ Check out this playlist on YouTube:﻿,1,3
Beatriz A York,2014-12-25T19:20:32.982000,Check out this playlist on YouTube:﻿!!!,1,3
Beatriz A York,2014-12-25T19:20:32.982000,check out this playlist on youtube:﻿,1,3
Beatriz A York,2014-12-25T19:20:32.982000,Check out this playlist on YouTube:﻿ Check out this playlist on YouTube:﻿,1,3
LemonSpy_,2015-05-21T03:30:25.794000,"Damn, this was everywhere﻿!!!",0,3
LemonSpy_,2015-05-21T03:30:25.794000,"damn, this was everywhere﻿",0,3
LemonSpy_,2015-05-21T03:30:25.794000,"Damn, this was everywhere﻿ Damn, this was everywhere﻿",0,3
FreddyLegends Songs,2015-05-11T20:43:01.326000,IIIIIIIIIII LOVE THIS SHAKE IT SONG OH SORRY EVERY SHAKE IT SONG I LIKE WATCH SUBSCRIBE AND NEVER UNLIKE BROOOOO!!!!!!!!!!! SHAKE IT UP﻿!!!,1,3
FreddyLegends Songs,2015-05-11T20:43:01.326000,iiiiiiiiiii love this shake it song oh sorry every shake it song i like watch subscribe and never unlike brooooo!!!!!!!!!!! shake it up﻿,1,3
FreddyLegends Songs,2015-05-11T20:43:01.326000,IIIIIIIIIII LOVE THIS SHAKE IT SONG OH SORRY EVERY SHAKE IT SONG I LIKE WATCH SUBSCRIBE AND NEVER UNLIKE BROOOOO!!!!!!!!!!! SHAKE IT UP﻿ IIIIIIIIIII LOVE THIS SHAKE IT SONG OH SORRY EVERY SHAKE IT SONG I LIKE WATCH SUBSCRIBE AND NEVER UNLIKE BROOOOO!!!!!!!!!!! SHAKE IT UP﻿,1,3
Will Smith,2014-12-22T04:56:24.257000,Check out this playlist on YouTube:pl﻿!!!,1,3
Will Smith,2014-12-22T04:56:24.257000,check out this playlist on youtube:pl﻿,1,3
Will Smith,2014-12-22T04:56:24.257000,Check out this playlist on YouTube:pl﻿ Check out this playlist on YouTube:pl﻿,1,3
Janja Kmetič,2014-12-17T15:37:12.685000,Check out this video on YouTube﻿!!!,1,3
Janja Kmetič,2014-12-17T15:37:12.685000,check out this video on youtube﻿,1,3
Janja Kmetič,2014-12-17T15:37:12.685000,Check out this video on YouTube﻿ Check out this video on YouTube﻿,1,3
OfficialBladeDoesGaming,2015-05-17T11:03:22.388000,Best song ever﻿!!!,0,3
OfficialBladeDoesGaming,2015-05-17T11:03:22.388000,best song ever﻿,0,3
OfficialBladeDoesGaming,2015-05-17T11:03:22.388000,Best song ever﻿ Best song ever﻿,0,3
Simply Terrell,2014-12-26T11:17:56.976000,Subscribe to my channel <br />Tweet &amp; Follow me on twitter //therealterrell_ <br />And I will follow you back 👀﻿!!!,1,3
Simply Terrell,2014-12-26T11:17:56.976000,subscribe to my channel <br />tweet &amp; follow me on twitter //therealterrell_ <br />and i will follow you back 👀﻿,1,3
Simply Terrell,2014-12-26T11:17:56.976000,Subscribe to my channel <br />Tweet &amp; Follow me on twitter //therealterrell_ <br />And I will follow you back 👀﻿ Subscribe to my channel <br />Tweet &amp; Follow me on twitter //therealterrell_ <br />And I will follow you back 👀﻿,1,3
Sami Nashawi,2014-10-29T15:28:53.402000,SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿!!!,1,3
Sami Nashawi,2014-10-29T15:28:53.402000,sup gus this is a video for people who loves party rock so thanks for watching and please subscribe:)!!﻿,1,3
Sami Nashawi,2014-10-29T15:28:53.402000,SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿ SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿,1,3
vipman yea,2015-05-22T19:29:46.566000,4 fucking years are fucking past so fucking fast fuck.....﻿!!!,0,3
vipman yea,2015-05-22T19:29:46.566000,4 fucking years are fucking past so fucking fast fuck.....﻿,0,3
vipman yea,2015-05-22T19:29:46.566000,4 fucking years are fucking past so fucking fast fuck.....﻿ 4 fucking years are fucking past so fucking fast fuck.....﻿,0,3
Ben Smith,2014-12-10T16:53:09.604000,Check out this video on YouTube:﻿!!!,1,3
Ben Smith,2014-12-10T16:53:09.604000,check out this video on youtube:﻿,1,3
Ben Smith,2014-12-10T16:53:09.604000,Check out this video on YouTube:﻿ Check out this video on YouTube:﻿,1,3
Jasmin Lopez,2015-05-20T03:52:41.589000,I like how the robot shuffles he shuffles good﻿!!!,0,3
Jasmin Lopez,2015-05-20T03:52:41.589000,i like how the robot shuffles he shuffles good﻿,0,3
Jasmin Lopez,2015-05-20T03:52:41.589000,I like how the robot shuffles he shuffles good﻿ I like how the robot shuffles he shuffles good﻿,0,3
Sandra Barrett,2015-05-17T13:02:04.359000,Party in da 🏠 tonight 👐👐👐👐👐👐﻿!!!,0,3
Sandra Barrett,2015-05-17T13:02:04.359000,party in da 🏠 tonight 👐👐👐👐👐👐﻿,0,3
Sandra Barrett,2015-05-17T13:02:04.359000,Party in da 🏠 tonight 👐👐👐👐👐👐﻿ Party in da 🏠 tonight 👐👐👐👐👐👐﻿,0,3
ownpear902,2014-07-22T18:44:36.299000,"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿!!!",1,3
ownpear902,2014-07-22T18:44:36.299000,"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿",1,3
ownpear902,2014-07-22T18:44:36.299000,"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿ check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿",1,3
Sana Kashif,2015-05-23T20:55:07.056000,Nice﻿!!!,0,3
Sana Kashif,2015-05-23T20:55:07.056000,nice﻿,0,3
Sana Kashif,2015-05-23T20:55:07.056000,Nice﻿ Nice﻿,0,3
LuckyMusiqLive,2014-07-21T22:25:54.048000,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿!!!,1,3
LuckyMusiqLive,2014-07-21T22:25:54.048000,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,1,3
LuckyMusiqLive,2014-07-21T22:25:54.048000,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿ this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,1,3
eliška žáková,2015-05-26T19:59:04.606000,CUTE  :)﻿!!!,0,3
eliška žáková,2015-05-26T19:59:04.606000,cute  :)﻿,0,3
eliška žáková,2015-05-26T19:59:04.606000,CUTE  :)﻿ CUTE  :)﻿,0,3
jessie J,2015-01-08T16:16:52.163000,Check out this video on YouTube:Qq﻿!!!,1,3
jessie J,2015-01-08T16:16:52.163000,check out this video on youtube:qq﻿,1,3
jessie J,2015-01-08T16:16:52.163000,Check out this video on YouTube:Qq﻿ Check out this video on YouTube:Qq﻿,1,3
LaS Music,2015-05-28T19:23:35.355000,"Hey guys, I&#39;m a human.<br /><br /><br />But I don&#39;t want to be a human, I want to be a sexy fucking giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im fucking with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>﻿!!!",1,3
LaS Music,2015-05-28T19:23:35.355000,"hey guys, i&#39;m a human.<br /><br /><br />but i don&#39;t want to be a human, i want to be a sexy fucking giraffe.<br /><br /><br />i already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! like this post so others can root me on in my dream!!!!<br /><br /><br />im fucking with you, i make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>﻿",1,3
LaS Music,2015-05-28T19:23:35.355000,"Hey guys, I&#39;m a human.<br /><br /><br />But I don&#39;t want to be a human, I want to be a sexy fucking giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im fucking with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>﻿ Hey guys, I&#39;m a human.<br /><br /><br />But I don&#39;t want to be a human, I want to be a sexy fucking giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im fucking with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>﻿",1,3
jose delacruz,2015-02-03T21:44:11.740000,Check out this video on YouTube:﻿!!!,1,3
jose delacruz,2015-02-03T21:44:11.740000,check out this video on youtube:﻿,1,3
jose delacruz,2015-02-03T21:44:11.740000,Check out this video on YouTube:﻿ Check out this video on YouTube:﻿,1,3
TheLjc808,2015-02-10T19:48:56.558000,"Youtube comments in a nut shell:<br /><br />.First<br />.301 club<br />.Skip to <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m57s"">3:57</a> and close your eyes<br />.Advertisements<br />.like this comment for no reason<br />.Christianity arguements<br />.Other religious arguements<br />.Console wars<br />.#PCMASTERACE<br />.Trolls<br />.&quot;How is there 1 million views on the this video if theres online 10 people on earth/<br />.Complaints<br />.Pewdiepie fangirls<br />.Minecraft scrubs<br />./r/MontageParodies<br /><br /><br />AND ANY OTHER SHIT!!﻿!!!",1,3
TheLjc808,2015-02-10T19:48:56.558000,"youtube comments in a nut shell:<br /><br />.first<br />.301 club<br />.skip to <a href=""http://www.youtube.com/watch?v=kq6zr6kcpj8&amp;t=3m57s"">3:57</a> and close your eyes<br />.advertisements<br />.like this comment for no reason<br />.christianity arguements<br />.other religious arguements<br />.console wars<br />.#pcmasterace<br />.trolls<br />.&quot;how is there 1 million views on the this video if theres online 10 people on earth/<br />.complaints<br />.pewdiepie fangirls<br />.minecraft scrubs<br />./r/montageparodies<br /><br /><br />and any other shit!!﻿",1,3
